,Date Created,Number of Likes,Source of Tweet,Tweets
623,2023-04-10 16:47:30+00:00,36240,,"Men always lie, but really we WANT to tell the truth. Lying is a pain.

We simply have endless daily battles and cant handle another one.

If theres a strong chance we can get away with a lie, to avoid a fight - we lie.

Youd have the truth, if you could HANDLE the truth."
624,2023-04-10 16:09:15+00:00,42896,,https://t.co/dbZK6kgGag
625,2023-04-10 12:27:50+00:00,23824,,"“Perhaps it is close behind you – some of that for which you are impatient.” 

Surah Naml Ayat 72"
626,2023-04-10 11:54:02+00:00,1987,,@TopGirlKeiko @elonmusk Top E
627,2023-04-10 11:20:20+00:00,17828,,@EverythingOOC Certainly not.
628,2023-04-10 11:17:25+00:00,9303,,"I believe men have the sacred duty to protect and provide for the important people in their lives.

Tenet 5

https://t.co/FiIuTL2oQ1"
629,2023-04-10 10:14:34+00:00,112914,,https://t.co/7LynYwyaCO
630,2023-04-10 08:50:15+00:00,34317,,"Being average means you’ve lost in a way which is so similar to others that you think it's ok to lose.

You didn’t win. 

Do you understand?"
631,2023-04-09 23:51:31+00:00,30340,,"I have nightmares. 

Always interesting to remember and analyse once awake."
632,2023-04-09 20:53:24+00:00,54439,,"To gain access to the Emergency Meeting broadcast, sign up for the email list on https://t.co/t5YXtUban5.

Retweet to battle Shaytan.

Truth always wins. https://t.co/Kgzd1zFW96"
633,2023-04-09 17:13:43+00:00,43423,,The world makes alot more sense once you understand that most people dont even want to be free.
634,2023-04-09 15:16:06+00:00,26288,,"“Repel evil with that which is better.” 

Surah Al Muminun Ayat 96"
635,2023-04-09 14:42:42+00:00,254267,,https://t.co/ie0wbwwGFf
636,2023-04-09 13:18:45+00:00,85056,,"If I showed you a picture of what you could be. 

You’d hate who you are now."
637,2023-04-09 08:57:08+00:00,11335,,"I believe men and women are different and that each has their own unique and important strengths and abilities

Tenet 4

https://t.co/cBObgm17TF"
638,2023-04-08 23:59:44+00:00,4160,,@OwenBenjamin ❤️
639,2023-04-08 21:21:37+00:00,114225,,"Your wife loves you. 

Your children love you. 

Your brothers love you the most (if you’re lucky to find them) 

But truthfully every man is alone."
640,2023-04-08 19:48:10+00:00,20584,,"JEBEL JAIS BEHIND THE SCENES

Tate Confidential Ep 174

OUT NOW: https://t.co/m7yh88lPjD https://t.co/h9SK8KSCyK"
641,2023-04-08 17:53:53+00:00,21431,,https://t.co/xYTDn1ltCd
642,2023-04-08 15:12:32+00:00,27624,,"“So have they not traveled through the earth and have hearts by which to reason and ears by which to hear? For indeed, it is not eyes that are blinded, but blinded are the hearts which are within the breasts”

Ayat 46"
643,2023-04-08 14:22:59+00:00,117598,,https://t.co/HCxBHrOU30
644,2023-04-08 12:51:37+00:00,39459,,"You must consciously make room in your life for what you’ve been praying for.  

Otherwise, it won’t fit when God gives it to you.  

Do you understand?"
645,2023-04-08 12:48:53+00:00,56210,,You must escape.
646,2023-04-08 12:20:03+00:00,18433,,"Freewill vs destiny.

Are you simply a program fulfilling a function

Can you choose to be something else?"
647,2023-04-08 11:09:30+00:00,8895,,"I prefer loving rewarding consensual relationships with beautiful positive and virtuous women.

Tenet 3

https://t.co/DJvnNbQsM4"
648,2023-04-08 10:14:27+00:00,22078,,A hero is someone who understands the responsibility which comes with his freedom https://t.co/CqhvLYDAUk
649,2023-04-07 18:41:23+00:00,5654,,@TopGirlKeiko The only way.
650,2023-04-07 16:56:02+00:00,17320,,"Truly imagine what this person even looks like. 

His physical composition. 

His soft hands and skinny legs. 

Imagine how he would react to a trials and tests. 

How small a tribulation would birth a breakdown.

Formulate the person in your mind. 

You need struggle."
651,2023-04-07 16:29:27+00:00,69589,,https://t.co/6CDKIjJrSp
652,2023-04-07 15:59:21+00:00,4157,,@catturd2 &lt;3
653,2023-04-07 15:01:40+00:00,50905,,"Imagine the physical composition of a man who has never suffered. 

Never faced adversity.

Imagine the mental composition of a man who has never failed and then won.

IMAGINE a man who has NEVER once suffered or struggled.

Thank God for endless battles. 

They build you."
654,2023-04-07 13:47:52+00:00,17062,,https://t.co/ejLHNHDaGY
655,2023-04-07 11:49:48+00:00,29364,,If youre a non neutered man they say you hate women.
656,2023-04-07 11:15:04+00:00,205435,,https://t.co/Yyu2mjE2mQ
657,2023-04-07 10:49:51+00:00,135637,,Everymans dream is a baddie with no insta.
658,2023-04-07 09:10:46+00:00,53687,,"“Every soul will taste death. And We test you with evil and with good as trial; and to Us you will be returned.” 

Surah Anbiya Ayat 35"
659,2023-04-06 21:59:56+00:00,22004,,Old skool. Best way. ❤️
660,2023-04-06 21:01:25+00:00,22483,,"@blackkingkofi I have a Koenigsegg Jesko, Koenigsegg Gemera, Rimac Nevera, Aston Martin Valhalla, two 812 Superfasts competitions, four McLaren 765LTs, Two Bugattis, plus 21 other cars. 

But yes. 

I still look at cars."
661,2023-04-06 20:54:01+00:00,113606,,"I don’t care how beautiful she is, can be a 25/10. 

I don’t care how perfect her picture is. 

I don’t even slow down as I scroll.

Infact seeing ANY of these females repulses me.

TRULY immune to thirst traps.

It’s all a psyop. A mind attack.

I couldn’t give less of a fuck."
662,2023-04-06 18:26:26+00:00,34765,,"If X religion can not preserve the decency of a society. 

EG -

Country Y is affiliated with religion X but has morally declined into insanity.

How can religion X be the truth of god?"
663,2023-04-06 16:14:53+00:00,28405,,"Upon the death of Master PO, Adept number one assumes mastery of Wudan. https://t.co/LdWow0gNCd"
664,2023-04-06 14:23:11+00:00,29201,,"Others trust me because I trust myself.

I trust myself because I've seen myself try harder than anybody else is prepared to try.

If I need something done, I'm the best man I know."
665,2023-04-06 13:09:08+00:00,46887,,Master Po. https://t.co/IRrgn8zvVR
666,2023-04-06 12:26:22+00:00,12146,,"I reserve the human right to hold my own beliefs and practice them as I see fit and I allow all other people the same right to believe and act as they wish

Tenet 2

https://t.co/tR4IpBW89k"
667,2023-04-06 12:23:39+00:00,111034,,@xQc I can fix you.
668,2023-04-06 11:55:19+00:00,30607,,"There is much confusion regarding who I am and what I stand for.

These are the 41 core principles of my world view which I believe allow any man, of any religion creed or social standing, to enjoy the best possible human experience.

https://t.co/aBLfMGafSz"
669,2023-04-06 10:41:45+00:00,35083,,"“On the Day when every soul will come disputing for itself, and every soul will be fully compensated for what it did, and they will not be wronged.” 
 
Surah Nahl Ayat 111"
670,2023-04-06 08:05:36+00:00,54145,,"There are important men and unimportant men.

A man’s value is built in the gym, in work, in war.

They become powerful via effort.

There is no such thing as an ""ugly"" man.

Simply men who are lazy and men who are not."
671,2023-04-05 20:56:45+00:00,12873,,@Tam_Khan PBD is a G.
672,2023-04-05 17:42:54+00:00,6444,,@CaliforniaFrizz Two step and a henny
673,2023-04-05 16:26:57+00:00,20854,,@catturd2 For sure.
674,2023-04-05 14:28:44+00:00,56614,,Yoga. Flame. https://t.co/t8ktY6KbVE
675,2023-04-05 12:35:41+00:00,72638,,"I have so much love inside of me. 

Love is the ultimate driving force. 

I can turn it into rage, endless motivation to do what I know is right. 

I can turn it into a deep calm. 

Love makes me smile anytime I choose. 

Love makes me cry anytime I choose. 

I love all of you."
676,2023-04-05 11:26:30+00:00,92726,,Dim Mak https://t.co/3dTLP7vhok
677,2023-04-05 10:00:24+00:00,37497,,"“Go forth, whether light or heavy, and strive with your wealth and your lives in the cause of Allah. That is better for you, if you only knew.” 
 
Surah Taubah Ayat 41"
678,2023-04-05 09:03:16+00:00,12502,,@Tam_Khan &lt;3
679,2023-04-05 08:59:18+00:00,128784,,"Black, white, arab we all worship God the same.

Islam is the instant and final cure for racism.

Muslims are brethren, they never do wrong to each other, they never forgo supporting each other, they never abandon their brethren in hardships. https://t.co/xgHpZMFYHK"
680,2023-04-05 07:27:08+00:00,37202,,"God will bestow struggles upon you for the rest of your life.

And regardless of which tests he chooses...

It will never be an advantage to be weak.

It will never be an advantage to be poor.

Prepare yourself."
681,2023-04-04 22:01:19+00:00,38156,,@JedediahBila Can confirm.
682,2023-04-04 19:27:08+00:00,142495,,Justice flows through the righteous. https://t.co/OhmwA99mJg
683,2023-04-04 16:33:27+00:00,21876,,"When I say ""ok"" I dont mean a measly 50k in a trust fund.

I mean 25million dollars per person, a private plane per person, private security teams per person. 

I mean genuinely SAFE FOREVER."
684,2023-04-04 16:17:39+00:00,38478,,"When the days were darkest I would remind myself:

Absolutely everybody I love is taken care of.

It doesnt matter if they kill me.

Everyone I love will be ok forever.

If you vanished today, what would happen to those you  swore to protect?

Do you understand?"
685,2023-04-04 16:10:18+00:00,61375,,"“Indeed, the mercy of Allah is near to the doers of good.” Surah Anam Ayah 56"
686,2023-04-04 11:40:15+00:00,73615,,Cowards love to talk about all the things they'd never do.
687,2023-04-04 00:08:55+00:00,154748,,I haven’t been able to sleep a single hour since I got out of that prison cell.
688,2023-04-03 22:53:21+00:00,24308,,@AJA_Cortes If you don’t slaughter the illiterate farmers in whocaresistan with the most advanced military equipment known to man how will you have the freedom to watch your kids get sex changes?
689,2023-04-03 20:18:01+00:00,84047,,@elonmusk I know how you feel!
690,2023-04-03 18:18:30+00:00,7236,,@Pat_Stedman Tell me about it brother.
691,2023-04-03 17:40:48+00:00,32248,,"There is a universe in which you join my Telegram group.

And there is a universe in which you do not join my Telegram group.

Do you understand?

https://t.co/Qb8CS97Z9N"
692,2023-04-03 15:54:33+00:00,19832,,Hes beginning to believe.
693,2023-04-03 14:37:40+00:00,42410,,"My arrest and release are one of the largest events in cultural history.

Now released, there will be two universes.

Choose your side. It's good vs evil.

Truth vs Lies.
https://t.co/MeHzQiqCEO"
694,2023-04-03 13:50:12+00:00,54140,,“And do not mix the truth with falsehood or conceal the truth while you know [it].” Ayat 42
695,2023-04-03 13:12:57+00:00,103942,,"I remember this. I remember him withdrawing me from the tournament when I was 6 years old.

I beat the first two adults, then lost 3 in a row.

I asked: Will I be able to beat them at chess when Im grown up?

He replied: Son, once youre grown up, youll beat anyone at anything https://t.co/MP3LAZ6Bnx"
696,2023-04-03 00:06:25+00:00,169692,,"I prepare my body to absorb the brutal kinetics of piercing lead

As all other silencing attempts fail, and stage 3 approaches - I anticipate a bullet will be the chosen utensil of pacification

I can only pray and prepare

I will force myself to breathe the best I can

I promise https://t.co/DQJIeHJytv"
697,2023-04-02 19:35:03+00:00,55999,,@emergencytate Matrix alert 🚨
698,2023-04-02 18:55:33+00:00,4999,,@TopGirlKeiko ❤️
699,2023-04-02 18:18:06+00:00,129706,,"Diet hack. 

Ramadan."
700,2023-04-02 15:00:04+00:00,94815,,Haram.
701,2023-04-02 08:22:49+00:00,21317,,@moneydropqueen Smart.
702,2023-04-02 08:10:36+00:00,129339,,"I am writing an email. 

It will be the first email I’ve sent since being released from incarceration. 

Sign up to the email list for free at https://t.co/t5YXtUban5 https://t.co/hWKPfIFdVy"
703,2023-04-02 05:47:11+00:00,49397,,It’s tomorrow.
704,2023-04-01 22:27:45+00:00,143316,,https://t.co/R4cIHNVfct
705,2023-04-01 22:01:29+00:00,12979,,@_HasimRahmanJr 💪🏼❤️
706,2023-04-01 21:21:41+00:00,49736,,All glory to god.
707,2023-04-01 18:00:39+00:00,30976,,"To GIVE a man emotional energy.

And TAKE a mans emotional energy.

Are completely different, and often confused female actions. 

He needs fuel for the tank, if you expect him to take you far."
708,2023-04-01 16:52:39+00:00,16941,,@darrentill2 Good luck G
709,2023-04-01 15:23:19+00:00,105723,,"Investigated and followed for over a year across the planet. Subject any ""normal"" man to this - see what appears.

No charges, zero sexual perversions or immoralities.

My detractors are too hate filled to realise, I am cleaner than 99.9% of the people you walk past in the mall."
710,2023-04-01 02:30:13+00:00,5719,,@TopGirlKeiko 🙏🏼
711,2023-04-01 02:11:46+00:00,14725,,@Tam_Khan akhi ❤️
712,2023-04-01 02:02:12+00:00,33938,,@c_bumstead ❤️❤️
713,2023-04-01 00:24:07+00:00,16921,,@sofiyaguliyeva &lt;3
714,2023-04-01 00:20:56+00:00,122897,,I win. No tears.
715,2023-04-01 00:15:50+00:00,25891,,@xavierjp__ &lt;3
716,2023-04-01 00:09:52+00:00,5150,,@TopGirlKeiko &lt;3
717,2023-03-31 22:49:59+00:00,19684,,@SameeraKhan &lt;3
718,2023-03-31 22:39:53+00:00,56961,,"Email regarding my release will be sent in 24 hours.

Sign up for free on https://t.co/t5YXtUban5

God is great."
